comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
YOU! You blocked me worm why!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0,0,0,0,0
illegal bot to block userpages like curps... If he blanks this page without an edit summary this confirms it,0,0,0,0,0,0
""" Well objectively, 200 PKK militants trained at Northern Iraq PKK military bases (which are daily informed to U.S. and Iraq governments to do some action against by Turkey) entered from Northern Iraq carrying heavy weapons; blew up a bridge attacked a military base on the other side, killed 12 but some says 16, took 8 hostages but some says 10, then bunch of soldiers were injured, and unlike in Zar'it-Shtula; PKK militants weren't trying to free anyone. They were just attacking a military base because it is their daily regular job. I mean if you don't want to call it an """"attack"""", a """"battle"""" could be called because there was a battle and 32 out of about 200 were killed. I wrote the article in Turkish Wikipedia; and I called it """"21 October 2007 Hakkari PKK battle"""" because this -what you call incident- happens regularly. Just like the 7th October 2007 Şırnak PKK battle where another dozen of Turkish soldiers were killed too. Incident occurs once, not regularly. If Slovenia regularly attacked Croatia; and let's say, their troops came from the sea with heavy weapons, blew up a military base's bridge, killed 12 Croatian soldiers and took 8 hostages; would you call it an incident ? And how about Slovenia regularly attacked -let's say- since 1984 almost all cities of Croatia. Would it look like an incident to you? Or would it look like a battle or an attack? Don't get me wrong dear """"Korku tanrısı""""; I believe you're writing amazing articles on battles and military; and your contributions are wonderful for Wikipedia in all languages (since all of them are translated in many languages; and actually I'm one of the translators of your articles to Turkish). I believe that you are a very intelligent person; yet on this case of NPOV I don't think you're right on the """"Incident"""" issue. This """"thing"""" could be called at worst """"21 October 2007 Hakkari PKK Battle"""" (which I called in Turkish); yet it would be unjust to not call it an attack. Some people who have military bases in another country (which is controlled by anarchy) who happens to be your neighbor is attacking your country quite heavily equipped with weapons is called an """"attack"""". And as a military base and a country; what you have against them is a """"battle"""". I'm removing the NPOV tag; if you don't find it vicious. And I would love to discuss with you this issue and your knowledge on Middle-East (because I completely worship your articles) privately on MSN or E-mail or even here. Cheers, Onur """,0,0,0,0,0,0
recent warning you be hating on me cause im black nigga. fuck you,1,0,1,0,1,1
I'm talking about valid comments buddy. Use your head. You have it for a reason...,1,0,0,0,0,0
"Omer Fa (Fuck ya) ;-) Hi paki what's up I am enjoying to see you jealous & being obsessed with INDIA (Your Motherland too),Yes this can happen after all you are a blessed INDIAN (As pakistan is a short lived phenomenon) grow up man(if you are) & come in mainstream & follow the path of ultimate reunification of INDIA.",1,0,1,0,0,0
youre pretty ugly for a gay anime fan,1,0,0,0,0,0
We will submit soon and Thank you for your co-operation. I want to upload the Logo of the School and please Add that too.,0,0,0,0,0,0
"WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!!! Hot smokin' lesbean goodness! I saw your picture and I figured, that you must be a LEZBIAN! WOOOOOO!!! Make out with another female and send me the images! WOOOOOOOOOOOOOOOOOOOO!!! Hot Smokin' Lezbian! Woooo!!! Here's a song I wrote about lesbians: LALALALAL-LEZ-BEE-ANN! I say, LALALALALALa-LEZ-BEE-ANN! WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO, baby! Lesbians turn me on. Every where I go Those hot smokin' ho's!! It's just that kinda wo-a-orld, I love until I'm o-a-old! Don't take my lesbian away. I don't care if she's gay I love her anywaaaaaaaaaaaaaaaaaaaaaaaaaaaaaay!!!! Lez-bee-ann, I like the way you act. Lez-bee-ann, i stare at your butt crack it's the way i was born, into a world of scorn. but it's okay, because i have my gay... little Lez-bee-ann! Sing it with me: LALALALALA-Lez-bee-ann Yeah, oh yeah, Lez-bee-ann! I just want a pecie of my Lez-bee-ann! LALLALALALALALAL-LEZZZZZZZZZZZZZZZZ-BEEEEEEEEEEEEEEEEEEEEEEEEE_ANNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN!",1,0,1,0,0,0
"Civility I'm following up my comments at Talk:Juice Plus#Outdated Image with the suggestion you take a moment before editing or discussing the Juice Plus article when there are changes. No doubt you've made good contributions there, but your attachment to the issue makes your interactions a bit caustic. One suggestion is that you avoid jumping head long into discussions and edits, and simply absorb such work into a personal copy of the article Special:MyPage/Juice Plus. Then synchronize and merge what have with the main article every so often.",0,0,0,0,0,0
""" I am not sure what you are trying to do here. Oman is the main author in most of them. I count ten papers cited, all dating to 2006-2009 with one exception (2003), and Oman is listed as author in ten out of ten papers, with varying co-authors. This means that there is one group of authors churning out papers on PM, """"publish or perish"""" style. Any evidence that these papers had any kind of impact, or is this the academic equivalent of writing to /dev/null? (𒁳) """,0,0,0,0,0,0
This whole article totally sucks. It's a disgrace. These morons talk about Emeril live being canceled before even mentioning what it is. Wikipedia is a damn joke......,1,0,1,0,1,0
""" .......good one spelling nazi.......I assume you're in the same boat as me then, becuase nobody older than 10 would use the prepubescent insult """"dumbass""""""",1,0,1,0,1,0
Vandalism Stop vandalising pages. You are SO annoying!,1,0,0,0,0,0
"It depends on how it's used. If it's used to source something like a date or something tangential to the subject (like say a date William the Conqueror took the throne in Ealdred's article) it's probably okay. Specialist encyclopedias (like the ODNB or a chemical handbook) are a different story, but generally, you shouldn't cite a generalist encyclopedia more than once or twice for general overview information. - Talk",0,0,0,0,0,0
""" Interesting points. Yes, there is a policy issue with citing primary sources. Using primary sources to prove secondary sources as incorrect does legitimately violate WP:NOR. However, in this case it does bring up an issue of verifiability concerning the initial secondary source (Fallon) per WP:VERIFY. So this is problem of two policies conflicting to which I believe there is a solution. I assume that such problems are not uncommon. I'll look into it and get back to you. In the meantime, I'd advise against edit-warring. The issue will be settled in due time. Please note that I am not an admin and cannot """"block"""" people as such. """,0,0,0,0,0,0
""" Quite a few of my edit were prior to Lancaster becoming involved in editing the page. Also the first block of my edits were when I was tasked with merging it with Actus et potentia. But it's Lancaster's rapid and escalating talk page demands that are much more of an issue than rapid edits to the article... I've had to spend an enormous amount of time responding to that talk page and to Talk:Energeia (one of the articles to be merged). Would it make any difference if I could prove he's made false and misleading statements in his """"charges""""? But if that's not the sort of thing you usually look into, I don't want to impose. Should I open a WP:AN3 like he did? I've collected this list from Aug 20 where Lancaster has reversed actions of mine, in whole or in part. (That's not all, and that's just the 20th). Lancaster's deletion of most of what I've worked on in the article 18:46, 20 August 2010 My changes to the definitions in the lead from 0143, 20 August 2010: 18:35, 20 August 2010 My addition of modal logic to the lead from 0230, 20 August 2010: 18:35, 20 August 2010 My changes to §Actuality from 0110, 20 August 2010: 08:21, 20 August 2010 My addition of an OR tag from 0058, 20 August 2010 18:42, 20 August 2010 Please let me know if more instances or additional information on each would be helpful. Or anything that would help shed some light. Thank you.— """,0,0,0,0,0,0
just crushes my world. hahahaha losers,1,0,0,0,1,0
"From LCIstudent No one likes you Mr. Friday, I can add whatever information i want to my school's website, you bg NOOOOOOOOOOOOOOOOB. Thank you.",0,0,0,0,1,0
he is a knob but still awesome for australia and it's identity!!,0,0,0,0,0,0
Fuck of You fuck of...212.253.147.120,1,0,1,0,1,0
"Cocksucker BILLCJ YOU ARE A COMPLETE FUCKFACE BECAUSE YOU LIKE MESSING WITH FUCKING EDITS AND FINALLY EVERYONE FUCKING HATES YOU BECAUSE YOU ARE A COMPLETE RACIST TO EVERYONE!!!! I WISH YOU SHUT THE FUCK UP AROUND PEOPLE AND FINALLY YOUR MOM IS A FUCKING DIRTY SLUTTY BITCH!!!! Weeeelllll! BillCJ's mom's a bitch, she's a big fat bitch, She's the biggest bitch in the whole wide world, She's a stupid bitch, if there ever was a bitch, She's a bitch to all the boys and girls. On Monday she's a slut On Tuesday she's a racist On Wednesday thru Saturday she's a bitch Then on Sunday just to be different, Shes u super king kamehameha bitch Have you ever met my friend BillCJ's Mom, She's the fuckiest bitch in the whole wide world, She's a fuckin old bitch, she has fucking fat tits, She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch Bitch, bitch bitch bitch bitch bitch bitch She's a fuckin bitch, BILLCJ's Mom's a bitch, And she's such a racist bitch. Talk to kids around the world, It might go a little something like this... [Sung in three different languages by other children] Have you ever met my friend BILLCJ's Mom, She's the biggest bitch in the whole wide world, She's a mean old bitch, she has stupid hair, She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch Bitch, bitch bitch bitch bitch bitch bitch. She's a stupid bitch, BILLCJ's Mom's a bitch, And she's such a dirty bitch; I really mean it, BILLCJ's Mom, she's a big fat, fucking bitch Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm Yeahhhhh, Chaaaaa",1,1,1,0,1,1
"You're just a vandal You are not helping Wikipedia with all your blatant vandalizations of Warner Bros. cartoons. Leave and never return, please. 72.37.171.100",1,0,0,0,0,0
Panathinaikos.They tend to sit on the couch and watch,0,0,0,0,0,0
"Are you gonna merge the Manny article? Since you revert me now, why not just merge that article like all the other Ice Age characters? And by the way, about the duck thing, yeah, I meant that if you can't prove something why write it? Ya know? Or not? OckhamTheFox at Russian wikipedia agrees with me that you're reverts are unjuctified. And that en wikipedia is retarded lol! 74.230.35.110",0,0,0,0,0,0
"Dude, that would be sad. And I don't like to cry.",0,0,0,0,0,0
I can revert the edits of a blocked user at any time. So long as they are blocked CATruthseeker! So you didn't know? Where did you graduate from? 24.239.153.58,0,0,0,0,0,0
"yeah i take your silence as you saying that I'm right, but you're too afraid to admit it",0,0,0,0,0,0
"Go away, anti-Australian Wikipedian Aussie Pride! 58.178.146.217",1,0,0,0,0,0
""" """"No one else considers...""""? In other words, the meat puppets act like meat puppets, and you cite their meat puppetry as being self-justifying? Ha ha! Notice that nobody actually ADDRESSES my actual objections! Generally, they consider 'templates' (or one-liner, non-detailed comments) to be sufficient. Why am I not impressed? It's quite simple: Dodo did very wrong things, and rather than address those wrong things, the sheep bleat, """"four legs good, two legs bad!"""". I've listened to their nonsense, and I PREVIOUSLY contributed constructively, or at least I tried to do so on numerous occasions. Why can't you deal with my SPECIFIC OBJECTIONS? """,0,0,0,0,0,0
""" Ex-housemates confirmed? According to this article, it's """"confirmed"""" that Gina Rio, Helen Wood and Nikki Grahame will be entering the Timebomb Bunker on Friday. Shall we wait until Friday for Channel 5 confirmation? — '''''' (talk, contribs) — """,0,0,0,0,0,0
Wikipedia is full of cunts,1,0,1,0,0,0
""" """"Even Jimmy Wales said so"""" do you have any proof? Cautioning someone and telling someone to follow rules is not threatening. On which basis you are accusing me that I have threatened you any way. It is true that continuous violation of rule can result in block. """,0,0,0,0,0,0
"Hello BeCritical, Well, I have to say that after reading your last message it is obvious that you haven't listened to anything I've said. Again, you have used a derogatory word when discussing Miss Clayton. You are not only offending her, you are literally offending every single trans person. I'm new to this but, I guess it really is true that behind computer screens people are big bullies. The reference I deleted is not just offensive to me, it is offensive to the entire LGBT community. A community that you obviously do not belong or relate to. Which makes me wonder why you are even concerned with Jamie's page. There are plenty of other references. I really do not understand why you care so deeply about including this one. I really hope that you and the people in your life you care about never experience the level of insensitivity you are displaying towards Miss Clayton.",0,0,0,0,0,0
John Baird page edits John Baird is a fucking cunt. So the edits are correct and should not be reverted. Many thanks. many thanks.,1,0,1,0,1,0
"An eye for an eye is the only true justice, and I do not trust Wikipedia's standard procedure. It is a broken, anti-Semitic failure of a Web site.",0,0,0,0,0,0
Conflict of interest You are a person who is doing some sort of harm to this lady Saman Hasnain.. It is apparent that you are making sure that her name is defamed.... Okay no problem... Will get a better source... you are playing dirty... DOG Sonisona,1,0,0,0,0,0
"""::Oral histories are the least reliable sources and barely meet criteria for a """"verifiable source"""" on Wikipedia (if they do at all). The only reason I don't call you on it is that I think that the history section is an important addition to the article, irrespective of how good your sources are. """,0,0,0,0,0,0
""" The Gay Barnstar Fæ, I am pleased to offer you the Gay Barnstar for your continual pursuit of the queer agenda. ArbCom's findings are mere smoke and mirrors, designed to conceal that you are actually being banned for your queer agenda. Feel free to continue your fag rights campaign on Commons and elsewhere, but it won't do you any good. Adieu and take care of yourself! [formerly ] """,1,0,0,0,0,0
"There's an article Tractive force which explains the principle. The class 66 (and GM locos in general) have anti wheelspin control, maybe it doesn't work ? ) , they (66) are less powerful on paper, (but only a few percent), so probably less powerful in practice as well - (with or without wheelspin control).87.102.67.84",0,0,0,0,0,0
fuck head limey vandal,1,0,1,0,1,0
"Your userpage Hi, I notice you are a younger editor and have posted personal information at your userpage. I have deleted it. Please visit Wikipedia:Guidance for younger editors and don't reveal personal info like age, address, name. Be safe and good luck!",0,0,0,0,0,0
I wish you well Hi Rick! I hope you'll reconsider quitting wikipedia (BTW this is a great likeness of you ),0,0,0,0,0,0
"""The best sentence is the most straightforward and active voice. """"British and American authorities say the 2006 Transatlantic Aircraft plot...."""". That is the way Wikipedia sentences of fact. It says who has the view, what the view is, and it sources the view. """,0,0,0,0,0,0
Removing warnings is considered anger that other people type bull**** on my discussion page. Just for your info.,1,0,0,0,0,0
WTF is your problem?,1,0,0,0,0,0
""" Homosexuality in Ancient Greece There was a revert war going on in that article. I added a section which shows other scholarly opinions which suggest most Ancient Greeks did not practice homosexuality. It was immediately reverted even though I gave sources. The only reason they had was because it was done by a sockpuppet. If YOU go to that article and go to """"history"""" and revert to the last edit by james577 we can add some truth to it. And they won't have an excuse since you are not a sockpuppet. You are a proud Greek and you should do it. """,0,0,0,0,0,0
